ci95_high,ci95_low,layer,median,metric,replicated,seed_n,standardized_mean,std,task_family
0.34066373109817505,-0.3529527187347412,0,0.0923699506930941,sa_update_norm_mean,False,5,-0.005315542221069336,0.4474460832472095,maximum
0.2506781220436096,-0.7535266876220703,0,0.2216430811606444,sa_update_norm_variance,False,5,-0.12182210385799408,0.6820704926510173,maximum
0.19548432528972626,-0.7519863247871399,0,0.0802204472216758,sa_update_norm_first_difference_abs_mean,False,5,-0.16048920154571533,0.6517701948750575,maximum
0.179238960146904,-0.7413804531097412,0,0.03423362909890794,sa_update_norm_second_difference_abs_mean,False,5,-0.17021460831165314,0.64591667324413,maximum
0.5582024455070496,-0.38971948623657227,0,-0.04397469926498132,sa_update_norm_acf_lag1,False,5,0.04428194835782051,0.5683911114418198,maximum
0.5601378679275513,0.12500238418579102,0,0.21422498831804396,sa_update_norm_correlation_length,False,5,0.3202049136161804,0.2798492581721707,maximum
0.34565553069114685,-0.1761258989572525,0,-0.029022113779485395,sa_update_norm_window_mean_shift,False,5,0.07742659747600555,0.3326178183509696,maximum
0.34228938817977905,-0.14882530272006989,0,0.19097972155063114,sa_update_norm_wasserstein,False,5,0.10072332620620728,0.3252671588315228,maximum
0.2369827777147293,-0.8544195294380188,0,0.11578157742464416,sa_update_norm_w4_rolling_variance,False,5,-0.16582147777080536,0.7560176949637581,maximum
-0.14281943440437317,-0.49886026978492737,0,-0.3219550879635646,sa_update_norm_w4_rolling_abs_skewness,False,5,-0.31059232354164124,0.22367993986673332,maximum
0.32989197969436646,0.09896264970302582,0,0.28531227169072204,sa_update_norm_w4_rolling_abs_kurtosis,False,5,0.21442732214927673,0.15373444715323184,maximum
0.26834774017333984,-0.8444923162460327,0,0.12963894463772968,sa_update_norm_w8_rolling_variance,False,5,-0.1440868079662323,0.780164368635839,maximum
0.09953674674034119,-0.5820509791374207,0,0.052032069302226674,sa_update_norm_w8_rolling_abs_skewness,False,5,-0.15543732047080994,0.4649754451949255,maximum
0.2574210464954376,-0.20358547568321228,0,0.06349001575775222,sa_update_norm_w8_rolling_abs_kurtosis,False,5,0.03083362616598606,0.2978811250593688,maximum
0.25690361857414246,-0.7525296807289124,0,0.14343176766127955,sa_update_norm_w16_rolling_variance,False,5,-0.1126001626253128,0.7116288889648862,maximum
0.5558598637580872,-0.4306011199951172,0,0.3140453619971864,sa_update_norm_w16_rolling_abs_skewness,False,5,0.11363153159618378,0.6365388492815177,maximum
0.5073255300521851,-0.21511904895305634,0,0.1679670153303701,sa_update_norm_w16_rolling_abs_kurtosis,False,5,0.14610323309898376,0.4886142592304803,maximum
0.14515483379364014,-0.20096950232982635,0,0.05712390340656162,ff_update_norm_mean,False,5,-0.025313546881079674,0.22237836103001216,maximum
0.18105986714363098,-0.1584915667772293,0,0.09717678608020651,ff_update_norm_variance,False,5,0.03195987269282341,0.21895129139968425,maximum
0.3761446475982666,-0.15701690316200256,0,0.26884691368913644,ff_update_norm_first_difference_abs_mean,False,5,0.12336113303899765,0.33848971952940865,maximum
0.3748024106025696,-0.11916229873895645,0,0.29519648173536917,ff_update_norm_second_difference_abs_mean,False,5,0.13054141402244568,0.321550857693526,maximum
0.01929343491792679,-0.4761888384819031,0,-0.04861190849693555,ff_update_norm_acf_lag1,False,5,-0.20541925728321075,0.31483682760096454,maximum
0.3036007881164551,0.2045787125825882,0,0.2756327435315739,ff_update_norm_correlation_length,True,5,0.2534094750881195,0.06622573676421256,maximum
